Case ID,Module,Method,Endpoint,Aspect,Test Design Technique,Test Level,Scenario,Description,Where To Enter Data,Test Data,Expected HTTP Status Code,Response Schema/Contract,Test Steps,Action,Expected Result,Expected Latency (ms),Traceability ID / Log Context,Mocking Required?,Contract Reference,Risk Level,Risk Type,Dependencies,Priority,Execution Status,Owner,Sprint,Last Run Date,Defect ID,Evidence Link,Comments
API-0625,Diagnostics,GET,/diagnostics/new,Negative,Equivalence Partitioning (invalid partition),Component + Integration,GET /diagnostics/new: API behavior negative validation,"Validate GET /diagnostics/new for negative coverage using Equivalence Partitioning (invalid partition), ensuring business behavior, security controls, and response contracts remain compliant.",Query/Path/Header,Base URL=http://127.0.0.1:3000; Endpoint=/diagnostics/new; Data set=Negative,400/401/403/404 (as per contract),Swagger/OpenAPI reference TBD,"1) Prepare negative dataset for GET /diagnostics/new, including role and tenant context. 2) Execute request with x-correlation-id and required auth/api key/session. 3) Assert HTTP status, response schema/contract, key business rules, and side effects (DB/job/audit if exposed). 4) Capture correlation-id, logs/traces, and attach request/response evidence.",Run GET /diagnostics/new for invalid/missing input handling and record evidence.,API handles negative scenario safely and deterministically; contract and authorization checks are compliant.,<= 700,corr-id required; case=API-0625; endpoint=GET /diagnostics/new,No,Swagger/OpenAPI reference TBD,Low,Functional / User Experience,DB + app services,P2,Not Started,QE API Team,Sprint-3,,,,
API-0626,Diagnostics,GET,/diagnostics/new,Edge,Edge Case Analysis,Component + Integration,GET /diagnostics/new: API behavior edge validation,"Validate GET /diagnostics/new for edge coverage using Edge Case Analysis, ensuring business behavior, security controls, and response contracts remain compliant.",Query/Path/Header,Base URL=http://127.0.0.1:3000; Endpoint=/diagnostics/new; Data set=Edge,200 or 400 (as per field constraints),Swagger/OpenAPI reference TBD,"1) Prepare edge dataset for GET /diagnostics/new, including role and tenant context. 2) Execute request with x-correlation-id and required auth/api key/session. 3) Assert HTTP status, response schema/contract, key business rules, and side effects (DB/job/audit if exposed). 4) Capture correlation-id, logs/traces, and attach request/response evidence.",Run GET /diagnostics/new for uncommon but valid operating condition and record evidence.,API handles edge scenario safely and deterministically; contract and authorization checks are compliant.,<= 700,corr-id required; case=API-0626; endpoint=GET /diagnostics/new,No,Swagger/OpenAPI reference TBD,Low,Functional / User Experience,DB + app services,P2,Not Started,QE API Team,Sprint-3,,,,
API-0627,Diagnostics,GET,/diagnostics/new,Boundary,Boundary Value Analysis,Component + Integration,GET /diagnostics/new: API behavior boundary validation,"Validate GET /diagnostics/new for boundary coverage using Boundary Value Analysis, ensuring business behavior, security controls, and response contracts remain compliant.",Query/Path/Header,Base URL=http://127.0.0.1:3000; Endpoint=/diagnostics/new; Data set=Boundary,200 or 400 (as per field constraints),Swagger/OpenAPI reference TBD,"1) Prepare boundary dataset for GET /diagnostics/new, including role and tenant context. 2) Execute request with x-correlation-id and required auth/api key/session. 3) Assert HTTP status, response schema/contract, key business rules, and side effects (DB/job/audit if exposed). 4) Capture correlation-id, logs/traces, and attach request/response evidence.",Run GET /diagnostics/new for min/max threshold behavior and record evidence.,API handles boundary scenario safely and deterministically; contract and authorization checks are compliant.,<= 700,corr-id required; case=API-0627; endpoint=GET /diagnostics/new,No,Swagger/OpenAPI reference TBD,Low,Functional / User Experience,DB + app services,P2,Not Started,QE API Team,Sprint-3,,,,
API-0628,Diagnostics,GET,/diagnostics/new,Equivalence,Equivalence Class Partitioning,Component + Integration,GET /diagnostics/new: API behavior equivalence validation,"Validate GET /diagnostics/new for equivalence coverage using Equivalence Class Partitioning, ensuring business behavior, security controls, and response contracts remain compliant.",Query/Path/Header,Base URL=http://127.0.0.1:3000; Endpoint=/diagnostics/new; Data set=Equivalence,200,Swagger/OpenAPI reference TBD,"1) Prepare equivalence dataset for GET /diagnostics/new, including role and tenant context. 2) Execute request with x-correlation-id and required auth/api key/session. 3) Assert HTTP status, response schema/contract, key business rules, and side effects (DB/job/audit if exposed). 4) Capture correlation-id, logs/traces, and attach request/response evidence.",Run GET /diagnostics/new for representative partition coverage and record evidence.,API handles equivalence scenario safely and deterministically; contract and authorization checks are compliant.,<= 700,corr-id required; case=API-0628; endpoint=GET /diagnostics/new,No,Swagger/OpenAPI reference TBD,Low,Functional / User Experience,DB + app services,P2,Not Started,QE API Team,Sprint-3,,,,
API-0629,Diagnostics,GET,/diagnostics/new,Abuse,Security Abuse Case Testing,Integration,GET /diagnostics/new: API behavior abuse validation,"Validate GET /diagnostics/new for abuse coverage using Security Abuse Case Testing, ensuring business behavior, security controls, and response contracts remain compliant.",Query/Path/Header,Base URL=http://127.0.0.1:3000; Endpoint=/diagnostics/new; Data set=Abuse,400/401/403/429,Swagger/OpenAPI reference TBD,"1) Prepare abuse dataset for GET /diagnostics/new, including role and tenant context. 2) Execute request with x-correlation-id and required auth/api key/session. 3) Assert HTTP status, response schema/contract, key business rules, and side effects (DB/job/audit if exposed). 4) Capture correlation-id, logs/traces, and attach request/response evidence.",Run GET /diagnostics/new for malicious misuse attempt and record evidence.,API handles abuse scenario safely and deterministically; contract and authorization checks are compliant.,<= 700,corr-id required; case=API-0629; endpoint=GET /diagnostics/new,No,Swagger/OpenAPI reference TBD,High,Data Leakage / Unauthorized Access,DB + app services,P2,Not Started,QE API Team,Sprint-3,,,,
API-0630,Diagnostics,GET,/diagnostics/new,Chaos,Chaos/Resilience Testing,Integration,GET /diagnostics/new: API behavior chaos validation,"Validate GET /diagnostics/new for chaos coverage using Chaos/Resilience Testing, ensuring business behavior, security controls, and response contracts remain compliant.",Query/Path/Header,Base URL=http://127.0.0.1:3000; Endpoint=/diagnostics/new; Data set=Chaos,200 with graceful degradation or 5xx handled with retry/error contract,Swagger/OpenAPI reference TBD,"1) Prepare chaos dataset for GET /diagnostics/new, including role and tenant context. 2) Execute request with x-correlation-id and required auth/api key/session. 3) Assert HTTP status, response schema/contract, key business rules, and side effects (DB/job/audit if exposed). 4) Capture correlation-id, logs/traces, and attach request/response evidence.",Run GET /diagnostics/new for dependency/transient failure robustness and record evidence.,API handles chaos scenario safely and deterministically; contract and authorization checks are compliant.,<= 1500,corr-id required; case=API-0630; endpoint=GET /diagnostics/new,Yes,Swagger/OpenAPI reference TBD,Low,Availability / Reliability,DB + app services,P2,Not Started,QE API Team,Sprint-3,,,,
API-0631,Discovery & Scan,GET,/discoveries,Positive,Equivalence Partitioning (valid partition),Component + Integration,GET /discoveries: Scan orchestration positive validation,"Validate async scan/discovery behavior for GET /discoveries: request acceptance, status progression, and resilient error handling.",Query/Path/Header,"Base URL=http://127.0.0.1:3000; Endpoint=/discoveries; Body={""template_id"":101,""schedule"":""0 */6 * * *"",""targets"":[""10.0.0.0/24""]}",200,Swagger/OpenAPI reference TBD,"1) Prepare positive dataset for GET /discoveries, including role and tenant context. 2) Trigger scan/discovery endpoint and store job/reference ID. 3) Poll status endpoint until terminal state; validate retry/timeout contract. 4) Capture correlation-id, logs/traces, and attach request/response evidence.",Run GET /discoveries for valid-request happy path and record evidence.,"Job lifecycle is consistent: accepted -> running -> terminal state, with retry/timeout behavior aligned to contract.",<= 700,corr-id required; case=API-0631; endpoint=GET /discoveries,Yes,Swagger/OpenAPI reference TBD,Medium,Functional / User Experience,DB + Kafka + background jobs,P1,Not Started,QE API Team,Sprint-2,,,,
API-0632,Discovery & Scan,GET,/discoveries,Negative,Equivalence Partitioning (invalid partition),Component + Integration,GET /discoveries: Scan orchestration negative validation,"Validate async scan/discovery behavior for GET /discoveries: request acceptance, status progression, and resilient error handling.",Query/Path/Header,Base URL=http://127.0.0.1:3000; Endpoint=/discoveries; invalid cron expression or empty targets,400/401/403/404 (as per contract),Swagger/OpenAPI reference TBD,"1) Prepare negative dataset for GET /discoveries, including role and tenant context. 2) Trigger scan/discovery endpoint and store job/reference ID. 3) Poll status endpoint until terminal state; validate retry/timeout contract. 4) Capture correlation-id, logs/traces, and attach request/response evidence.",Run GET /discoveries for invalid/missing input handling and record evidence.,"Job lifecycle is consistent: accepted -> running -> terminal state, with retry/timeout behavior aligned to contract.",<= 700,corr-id required; case=API-0632; endpoint=GET /discoveries,Yes,Swagger/OpenAPI reference TBD,Medium,Functional / User Experience,DB + Kafka + background jobs,P1,Not Started,QE API Team,Sprint-2,,,,
API-0633,Discovery & Scan,GET,/discoveries,Edge,Edge Case Analysis,Component + Integration,GET /discoveries: Scan orchestration edge validation,"Validate async scan/discovery behavior for GET /discoveries: request acceptance, status progression, and resilient error handling.",Query/Path/Header,Base URL=http://127.0.0.1:3000; Endpoint=/discoveries; Data set=Edge,200 or 400 (as per field constraints),Swagger/OpenAPI reference TBD,"1) Prepare edge dataset for GET /discoveries, including role and tenant context. 2) Trigger scan/discovery endpoint and store job/reference ID. 3) Poll status endpoint until terminal state; validate retry/timeout contract. 4) Capture correlation-id, logs/traces, and attach request/response evidence.",Run GET /discoveries for uncommon but valid operating condition and record evidence.,"Job lifecycle is consistent: accepted -> running -> terminal state, with retry/timeout behavior aligned to contract.",<= 700,corr-id required; case=API-0633; endpoint=GET /discoveries,Yes,Swagger/OpenAPI reference TBD,Medium,Functional / User Experience,DB + Kafka + background jobs,P1,Not Started,QE API Team,Sprint-2,,,,
API-0634,Discovery & Scan,GET,/discoveries,Boundary,Boundary Value Analysis,Component + Integration,GET /discoveries: Scan orchestration boundary validation,"Validate async scan/discovery behavior for GET /discoveries: request acceptance, status progression, and resilient error handling.",Query/Path/Header,Base URL=http://127.0.0.1:3000; Endpoint=/discoveries; max targets per scan; max schedule frequency,200 or 400 (as per field constraints),Swagger/OpenAPI reference TBD,"1) Prepare boundary dataset for GET /discoveries, including role and tenant context. 2) Trigger scan/discovery endpoint and store job/reference ID. 3) Poll status endpoint until terminal state; validate retry/timeout contract. 4) Capture correlation-id, logs/traces, and attach request/response evidence.",Run GET /discoveries for min/max threshold behavior and record evidence.,"Job lifecycle is consistent: accepted -> running -> terminal state, with retry/timeout behavior aligned to contract.",<= 700,corr-id required; case=API-0634; endpoint=GET /discoveries,Yes,Swagger/OpenAPI reference TBD,Medium,Functional / User Experience,DB + Kafka + background jobs,P1,Not Started,QE API Team,Sprint-2,,,,
API-0635,Discovery & Scan,GET,/discoveries,Equivalence,Equivalence Class Partitioning,Component + Integration,GET /discoveries: Scan orchestration equivalence validation,"Validate async scan/discovery behavior for GET /discoveries: request acceptance, status progression, and resilient error handling.",Query/Path/Header,Base URL=http://127.0.0.1:3000; Endpoint=/discoveries; Data set=Equivalence,200,Swagger/OpenAPI reference TBD,"1) Prepare equivalence dataset for GET /discoveries, including role and tenant context. 2) Trigger scan/discovery endpoint and store job/reference ID. 3) Poll status endpoint until terminal state; validate retry/timeout contract. 4) Capture correlation-id, logs/traces, and attach request/response evidence.",Run GET /discoveries for representative partition coverage and record evidence.,"Job lifecycle is consistent: accepted -> running -> terminal state, with retry/timeout behavior aligned to contract.",<= 700,corr-id required; case=API-0635; endpoint=GET /discoveries,Yes,Swagger/OpenAPI reference TBD,Medium,Functional / User Experience,DB + Kafka + background jobs,P1,Not Started,QE API Team,Sprint-2,,,,
